,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_renovated,street,city,statezip,country,ratio,estimate_bedrooms
911,700000.0,3.0,1.75,2010.0,4905,1.0,0.0,0.0,5.0,1230.0,780.0,0.0,901 18th Ave,Seattle,WA 98122,USA,670.0,3.2057416267942584
916,307000.0,3.0,1.0,1370.0,7500,1.0,0.0,0.0,3.0,1370.0,0.0,2012.0,4751 Stephens Ave,Carnation,WA 98014,USA,456.6666666666667,2.1850079744816586
917,442500.0,3.0,1.75,1800.0,10200,1.0,0.0,0.0,3.0,1800.0,0.0,2011.0,17110-17116 146th Ave SE,Renton,WA 98058,USA,600.0,2.8708133971291865
918,485000.0,3.0,1.75,2200.0,7706,2.0,0.0,2.0,3.0,2200.0,0.0,1988.0,23902 6th Ave S,Des Moines,WA 98198,USA,733.3333333333334,3.508771929824561
919,367000.0,2.0,1.0,700.0,2334,1.0,0.0,0.0,3.0,700.0,0.0,2010.0,2632 NW North Beach Dr,Seattle,WA 98117,USA,350.0,1.1164274322169059
920,429000.0,3.0,2.5,1920.0,15124,2.0,0.0,0.0,3.0,1920.0,0.0,0.0,714 NE 10th St,North Bend,WA 98045,USA,640.0,3.062200956937799
921,446000.0,5.0,2.75,2190.0,12687,1.0,0.0,0.0,5.0,1370.0,820.0,0.0,20402 63rd Ave NE,Kenmore,WA 98028,USA,438.0,3.492822966507177
922,572500.0,3.0,2.25,2030.0,9791,1.0,0.0,0.0,4.0,1500.0,530.0,0.0,13322 SE 77th Ct,Newcastle,WA 98059,USA,676.6666666666666,3.237639553429027
923,477000.0,3.0,2.5,1350.0,2053,3.0,0.0,0.0,3.0,1350.0,0.0,0.0,2313 NW 65th St,Seattle,WA 98117,USA,450.0,2.15311004784689
924,518000.0,3.0,2.5,1680.0,2096,2.0,0.0,0.0,3.0,1380.0,300.0,0.0,8354 11th Ave NW,Seattle,WA 98117,USA,560.0,2.6794258373205744
925,462000.0,5.0,1.75,1250.0,10530,1.0,0.0,0.0,4.0,1250.0,0.0,0.0,4 151st Pl NE,Bellevue,WA 98007,USA,250.0,1.9936204146730463
926,1190000.0,4.0,3.0,2240.0,6000,1.5,0.0,0.0,4.0,1270.0,970.0,1945.0,2009 4th Ave N,Seattle,WA 98109,USA,560.0,3.5725677830940987
927,137000.0,3.0,1.0,950.0,7620,1.0,0.0,0.0,3.0,950.0,0.0,2005.0,9445 8th Ave SW,Seattle,WA 98106,USA,316.6666666666667,1.5151515151515151
928,530000.0,3.0,3.5,2320.0,3174,2.0,0.0,0.0,3.0,2060.0,260.0,0.0,12418 NE 100th St,Kirkland,WA 98033,USA,773.3333333333334,3.7001594896331738
929,818000.0,2.0,2.5,2380.0,9374,1.0,0.0,2.0,3.0,2380.0,0.0,0.0,12449 240th Pl NE,Redmond,WA 98053,USA,1190.0,3.79585326953748
930,640000.0,2.0,2.25,1540.0,958,3.0,0.0,0.0,3.0,1540.0,0.0,0.0,1806 11th Ave,Seattle,WA 98122,USA,770.0,2.456140350877193
931,298450.0,5.0,3.0,2100.0,9752,1.0,0.0,0.0,3.0,1200.0,900.0,0.0,29801-29829 23rd Avenue South,Federal Way,WA 98003,USA,420.0,3.349282296650718
932,575000.0,4.0,2.5,2500.0,4945,2.0,0.0,0.0,3.0,2500.0,0.0,1923.0,34115 SE Ash St,Snoqualmie,WA 98065,USA,625.0,3.9872408293460926
933,730000.0,4.0,2.5,3230.0,7331,2.0,0.0,0.0,3.0,3230.0,0.0,2003.0,2913 278th Ave SE,Sammamish,WA 98075,USA,807.5,5.151515151515151
934,551000.0,3.0,2.5,2830.0,5802,2.0,0.0,0.0,3.0,2830.0,0.0,0.0,7928 NE 182nd Pl,Kenmore,WA 98028,USA,943.3333333333334,4.513556618819777
935,271310.0,2.0,1.0,870.0,5340,1.5,0.0,0.0,2.0,870.0,0.0,0.0,2019 24th Ave S,Seattle,WA 98144,USA,435.0,1.38755980861244
936,675000.0,4.0,3.0,2690.0,28300,1.0,0.0,0.0,3.0,2690.0,0.0,1999.0,17428 7th Pl SW,Normandy Park,WA 98166,USA,672.5,4.290271132376396
937,479000.0,3.0,2.5,1260.0,889,3.0,0.0,0.0,3.0,1260.0,0.0,0.0,915 6th Ave N,Seattle,WA 98109,USA,420.0,2.0095693779904304
938,520000.0,4.0,3.5,2680.0,10000,2.0,0.0,0.0,3.0,2040.0,640.0,2014.0,13342 30th Ave NE,Seattle,WA 98125,USA,670.0,4.274322169059011
939,599950.0,3.0,2.5,2660.0,4975,2.0,0.0,0.0,3.0,2660.0,0.0,0.0,4810 S Raymond St,Seattle,WA 98118,USA,886.6666666666666,4.242424242424242
940,483945.0,2.0,1.75,1480.0,5120,1.0,0.0,0.0,4.0,840.0,640.0,1999.0,4844 47th Ave SW,Seattle,WA 98116,USA,740.0,2.360446570972887
941,390000.0,4.0,2.25,1770.0,33132,1.0,0.0,0.0,4.0,1190.0,580.0,0.0,14223 SE 179th Pl,Renton,WA 98058,USA,442.5,2.8229665071770333
942,192500.0,2.0,1.0,950.0,7692,1.0,0.0,0.0,3.0,950.0,0.0,2003.0,12516 Military Rd S,Seattle,WA 98168,USA,475.0,1.5151515151515151
943,330000.0,2.0,1.0,860.0,8308,1.0,0.0,0.0,4.0,860.0,0.0,0.0,3522 SW 107th St,Seattle,WA 98146,USA,430.0,1.3716108452950557
944,250000.0,4.0,2.0,1960.0,7560,1.0,0.0,0.0,5.0,1160.0,800.0,0.0,12206 SE 217th St,Kent,WA 98031,USA,490.0,3.1259968102073366
945,243000.0,2.0,1.0,1770.0,5522,1.5,0.0,0.0,4.0,960.0,810.0,0.0,8040 S 118th St,Seattle,WA 98178,USA,885.0,2.8229665071770333
946,575000.0,4.0,1.75,1280.0,6060,1.0,0.0,0.0,3.0,860.0,420.0,2003.0,7032 7th Ave NW,Seattle,WA 98117,USA,320.0,2.041467304625199
947,639000.0,4.0,2.5,2150.0,12028,2.0,0.0,0.0,4.0,2150.0,0.0,2011.0,13615 179th Ave NE,Redmond,WA 98052,USA,537.5,3.4290271132376398
948,710000.0,2.0,1.0,1790.0,4000,1.0,0.0,0.0,4.0,1040.0,750.0,0.0,2422 E McGraw St,Seattle,WA 98112,USA,895.0,2.854864433811802
949,675000.0,3.0,2.25,1990.0,10260,2.0,0.0,0.0,4.0,1990.0,0.0,0.0,16822 NE 87th St,Redmond,WA 98052,USA,663.3333333333334,3.1738437001594897
950,405000.0,5.0,2.5,2430.0,4781,2.0,0.0,0.0,3.0,2430.0,0.0,0.0,16819 SE 171st Pl,Renton,WA 98058,USA,486.0,3.875598086124402
951,615000.0,4.0,2.75,2820.0,13193,1.0,0.0,0.0,3.0,1860.0,960.0,1993.0,4941-4949 125th Ave SE,Bellevue,WA 98006,USA,705.0,4.497607655502392
952,490000.0,3.0,1.0,1910.0,8190,1.0,0.0,0.0,4.0,1010.0,900.0,1989.0,9237 7th Ave NW,Seattle,WA 98117,USA,636.6666666666666,3.0462519936204147
953,467000.0,3.0,2.25,1270.0,1213,2.0,0.0,0.0,3.0,1040.0,230.0,0.0,1427 NW 62nd St,Seattle,WA 98107,USA,423.3333333333333,2.025518341307815
954,480000.0,4.0,2.75,2050.0,3960,1.0,0.0,0.0,4.0,1180.0,870.0,0.0,2612 49th Ave SW,Seattle,WA 98116,USA,512.5,3.269537480063796
955,755000.0,6.0,2.0,2150.0,4505,1.0,0.0,0.0,3.0,1270.0,880.0,2008.0,3429 9th Ave W,Seattle,WA 98119,USA,358.3333333333333,3.4290271132376398
956,760000.0,4.0,1.75,2450.0,13300,1.0,0.0,2.0,4.0,1630.0,820.0,0.0,5028 157th Ave SE,Bellevue,WA 98006,USA,612.5,3.9074960127591707
957,387000.0,2.0,2.25,1230.0,1280,2.0,0.0,0.0,3.0,960.0,270.0,1912.0,801-921 Martin Luther King Jr Way S,Seattle,WA 98144,USA,615.0,1.9617224880382775
958,925000.0,4.0,2.25,2260.0,41984,1.0,0.0,0.0,4.0,2260.0,0.0,0.0,6046 126th Ave NE,Kirkland,WA 98033,USA,565.0,3.6044657097288675
959,415000.0,2.0,1.0,1050.0,60113,1.0,0.0,0.0,4.0,1050.0,0.0,0.0,3720 S 312th Ln,Auburn,WA 98001,USA,525.0,1.674641148325359
960,263000.0,3.0,1.75,1570.0,7775,2.0,0.0,0.0,3.0,1570.0,0.0,0.0,9226 S 239th Pl,Kent,WA 98031,USA,523.3333333333334,2.503987240829346
961,519900.0,4.0,2.0,1820.0,9350,1.0,0.0,0.0,4.0,1820.0,0.0,0.0,2019 182nd Ave NE,Redmond,WA 98052,USA,455.0,2.9027113237639552
962,570000.0,2.0,1.75,1540.0,4025,1.0,0.0,0.0,4.0,1190.0,350.0,0.0,1715 46th Ave SW,Seattle,WA 98116,USA,770.0,2.456140350877193
963,450000.0,3.0,1.5,2060.0,44866,1.0,0.0,0.0,3.0,2060.0,0.0,0.0,21533 NE Woodinville Duvall Rd,Woodinville,WA 98077,USA,686.6666666666666,3.2854864433811803
964,1300000.0,4.0,3.5,4380.0,74052,1.0,0.0,0.0,3.0,4380.0,0.0,0.0,5830 246th Pl NE,Redmond,WA 98053,USA,1095.0,6.985645933014354
965,300000.0,3.0,1.0,1090.0,9900,1.0,0.0,0.0,4.0,1090.0,0.0,2009.0,13424 NE 80th St,Redmond,WA 98052,USA,363.3333333333333,1.7384370015948962
966,320000.0,3.0,1.75,1480.0,7225,1.0,0.0,0.0,4.0,1480.0,0.0,0.0,2525 NE 24th St,Renton,WA 98056,USA,493.3333333333333,2.360446570972887
967,387500.0,4.0,1.0,1320.0,4440,1.5,0.0,0.0,3.0,1320.0,0.0,0.0,1505 29th Ave,Seattle,WA 98122,USA,330.0,2.1052631578947367
968,458000.0,1.0,2.25,2140.0,10350,1.0,0.0,0.0,3.0,1470.0,670.0,0.0,14634 128th Ave NE,Woodinville,WA 98072,USA,2140.0,3.4130781499202554
969,1212500.0,4.0,3.5,4560.0,16643,1.0,0.0,3.0,3.0,2230.0,2330.0,0.0,16864 SE 57th Pl,Bellevue,WA 98006,USA,1140.0,7.2727272727272725
970,380000.0,4.0,3.0,2800.0,9764,2.0,0.0,0.0,3.0,2800.0,0.0,0.0,24729 SE 276th Pl,Maple Valley,WA 98038,USA,700.0,4.4657097288676235
971,200000.0,3.0,1.0,1050.0,5000,1.0,0.0,0.0,4.0,1050.0,0.0,0.0,602 Tacoma Ave NE,Renton,WA 98056,USA,350.0,1.674641148325359
972,385000.0,3.0,1.5,1490.0,9630,1.0,0.0,0.0,4.0,1490.0,0.0,0.0,6428 NE 184th St,Kenmore,WA 98028,USA,496.6666666666667,2.376395534290271
973,396675.0,2.0,1.0,1730.0,6375,2.0,0.0,0.0,4.0,1730.0,0.0,0.0,7358 28th Ave SW,Seattle,WA 98126,USA,865.0,2.759170653907496
974,452000.0,4.0,1.0,1210.0,3760,1.5,0.0,0.0,3.0,1210.0,0.0,2005.0,1106 N 80th St,Seattle,WA 98103,USA,302.5,1.9298245614035088
975,426000.0,4.0,2.5,2800.0,8494,2.0,0.0,0.0,3.0,2800.0,0.0,2003.0,24957 SE 279th St,Maple Valley,WA 98038,USA,700.0,4.4657097288676235
976,792000.0,3.0,1.5,1570.0,1050,2.0,0.0,0.0,3.0,1570.0,0.0,0.0,1833 1st Ave N,Seattle,WA 98109,USA,523.3333333333334,2.503987240829346
977,315000.0,3.0,2.25,1400.0,31626,1.0,0.0,0.0,2.0,1140.0,260.0,0.0,20515 SE 333rd Pl,Auburn,WA 98092,USA,466.6666666666667,2.2328548644338118
978,1275000.0,4.0,2.0,2850.0,7861,1.0,0.0,4.0,4.0,1450.0,1400.0,0.0,3014 NW Esplanade,Seattle,WA 98117,USA,712.5,4.545454545454546
979,326000.0,6.0,3.0,1880.0,7200,1.0,0.0,0.0,4.0,1880.0,0.0,0.0,1178 Camas Ave NE,Renton,WA 98056,USA,313.3333333333333,2.9984051036682615
980,268500.0,2.0,1.0,790.0,8424,1.0,0.0,0.0,4.0,790.0,0.0,1983.0,556 N 167th St,Shoreline,WA 98133,USA,395.0,1.2599681020733653
981,440000.0,2.0,1.75,1300.0,4000,2.0,0.0,0.0,3.0,1300.0,0.0,1994.0,5501 37th Ave NE,Seattle,WA 98105,USA,650.0,2.073365231259968
982,300000.0,3.0,1.0,2120.0,7735,1.0,0.0,0.0,4.0,1060.0,1060.0,0.0,12840 163rd Ave SE,Renton,WA 98059,USA,706.6666666666666,3.3811802232854866
983,525000.0,3.0,1.5,1540.0,4773,2.0,0.0,0.0,3.0,1540.0,0.0,2009.0,4017 36th Ave SW,Seattle,WA 98126,USA,513.3333333333334,2.456140350877193
984,978000.0,4.0,2.75,2620.0,13777,1.5,0.0,2.0,4.0,1720.0,900.0,1993.0,2602 Shoreland Dr S,Seattle,WA 98144,USA,655.0,4.178628389154705
985,1125000.0,6.0,3.0,2880.0,3192,2.0,0.0,0.0,4.0,2180.0,700.0,1985.0,2212 N 36th St,Seattle,WA 98103,USA,480.0,4.5933014354066986
986,700000.0,4.0,1.0,1680.0,4021,1.5,0.0,0.0,3.0,1680.0,0.0,2000.0,2139 N 52nd St,Seattle,WA 98103,USA,420.0,2.6794258373205744
987,315000.0,2.0,1.0,790.0,6969,1.0,0.0,0.0,3.0,790.0,0.0,1984.0,10830 132nd Ave NE,Redmond,WA 98052,USA,395.0,1.2599681020733653
988,309000.0,3.0,1.0,1092.0,7500,1.5,0.0,0.0,3.0,1092.0,0.0,0.0,7757 15th Ave SW,Seattle,WA 98106,USA,364.0,1.7416267942583732
989,219950.0,3.0,1.5,1650.0,9936,1.0,0.0,0.0,3.0,1090.0,560.0,2011.0,425 S 305th St,Federal Way,WA 98003,USA,550.0,2.6315789473684212
990,289000.0,3.0,2.5,2090.0,4700,2.0,0.0,0.0,3.0,2090.0,0.0,0.0,17814 SE 257th St,Covington,WA 98042,USA,696.6666666666666,3.3333333333333335
991,210000.0,4.0,1.75,2180.0,28710,1.0,0.0,0.0,3.0,1180.0,1000.0,2005.0,21922 34th Ave S,SeaTac,WA 98198,USA,545.0,3.4768740031897925
992,260000.0,4.0,2.5,1990.0,6671,2.0,0.0,0.0,3.0,1990.0,0.0,0.0,32819 17th Ave SW,Federal Way,WA 98023,USA,497.5,3.1738437001594897
993,699000.0,4.0,2.5,2650.0,7945,2.0,0.0,0.0,3.0,2650.0,0.0,0.0,11332 30th Ave NE,Seattle,WA 98125,USA,662.5,4.226475279106858
994,1800000.0,4.0,3.5,4460.0,16953,1.0,0.0,0.0,3.0,2550.0,1910.0,1994.0,2625 82nd Ave NE,Medina,WA 98039,USA,1115.0,7.113237639553429
995,299950.0,3.0,1.0,910.0,8000,1.0,0.0,0.0,4.0,740.0,170.0,1983.0,20013 15th Ave NW,Shoreline,WA 98177,USA,303.3333333333333,1.4513556618819776
996,749950.0,3.0,2.5,2770.0,10773,2.0,0.0,2.0,3.0,2770.0,0.0,0.0,16420 SE 39th Pl,Bellevue,WA 98008,USA,923.3333333333334,4.417862838915471
997,1100000.0,3.0,2.0,2390.0,6888,2.0,0.0,1.0,5.0,2390.0,0.0,0.0,7529 Lakemont Dr NE,Seattle,WA 98115,USA,796.6666666666666,3.8118022328548644
998,555000.0,3.0,2.5,3050.0,158558,1.0,0.0,0.0,4.0,3050.0,0.0,0.0,701 S 52nd St,Renton,WA 98055,USA,1016.6666666666666,4.8644338118022326
999,384000.0,3.0,2.5,1700.0,4000,2.0,0.0,0.0,3.0,1700.0,0.0,0.0,35131 SE Ridge St,Snoqualmie,WA 98065,USA,566.6666666666666,2.7113237639553427
1000,499950.0,5.0,3.5,3200.0,43560,2.0,0.0,0.0,3.0,3200.0,0.0,0.0,18460 SE 143rd St,Renton,WA 98059,USA,640.0,5.103668261562999
1001,430000.0,3.0,1.75,1200.0,4500,1.0,0.0,0.0,5.0,1200.0,0.0,0.0,5206 13th Ave S,Seattle,WA 98108,USA,400.0,1.9138755980861244
1002,350000.0,4.0,2.25,2220.0,6953,2.0,0.0,0.0,4.0,2220.0,0.0,0.0,22507 SE 279th St,Maple Valley,WA 98038,USA,555.0,3.54066985645933
1003,620000.0,3.0,2.5,2480.0,9041,2.0,0.0,0.0,3.0,2480.0,0.0,2003.0,8719 228th Way NE,Redmond,WA 98053,USA,826.6666666666666,3.955342902711324
1004,765000.0,4.0,2.25,2560.0,12100,1.0,0.0,0.0,4.0,1760.0,800.0,1992.0,17323 NE 24th St,Redmond,WA 98052,USA,640.0,4.082934609250398
1005,250000.0,4.0,1.5,2500.0,6300,1.0,0.0,0.0,4.0,1500.0,1000.0,2001.0,24911-24917 38th Ave S,Kent,WA 98032,USA,625.0,3.9872408293460926
1006,376000.0,2.0,1.0,1150.0,4000,1.0,0.0,0.0,3.0,1150.0,0.0,2012.0,2825 W Elmore St,Seattle,WA 98199,USA,575.0,1.8341307814992025
1007,475000.0,4.0,1.75,1650.0,7775,1.0,0.0,0.0,4.0,1150.0,500.0,1983.0,11726 Phinney Ave N,Seattle,WA 98133,USA,412.5,2.6315789473684212
1008,120750.0,3.0,1.75,1140.0,9628,1.0,0.0,0.0,4.0,1140.0,0.0,0.0,34403 30th Ave SW,Federal Way,WA 98023,USA,380.0,1.8181818181818181
1009,1690000.0,3.0,1.75,3400.0,8965,1.0,0.0,2.0,5.0,1820.0,1580.0,0.0,3872 50th Ave NE,Seattle,WA 98105,USA,1133.3333333333333,5.422647527910685
1010,330000.0,3.0,1.0,1180.0,43124,1.0,0.0,0.0,4.0,1180.0,0.0,0.0,8442-8514 WA-900,Issaquah,WA 98027,USA,393.3333333333333,1.8819776714513556
1011,619500.0,3.0,2.5,1700.0,4105,2.0,0.0,0.0,3.0,1700.0,0.0,0.0,3113 E Cherry St,Seattle,WA 98122,USA,566.6666666666666,2.7113237639553427
1012,345000.0,3.0,1.5,1240.0,11200,1.0,0.0,0.0,4.0,1240.0,0.0,1979.0,15154 SE Newport Way,Bellevue,WA 98006,USA,413.3333333333333,1.977671451355662
1013,598000.0,5.0,2.25,2890.0,12478,2.0,0.0,0.0,3.0,2890.0,0.0,2004.0,2116 Sahalee Dr E,Sammamish,WA 98074,USA,578.0,4.609250398724083
1014,335000.0,3.0,1.0,1060.0,10050,1.0,0.0,0.0,4.0,1060.0,0.0,0.0,8136 NE 147th Pl,Kenmore,WA 98028,USA,353.3333333333333,1.6905901116427433
1015,372500.0,4.0,1.75,1590.0,10523,2.0,0.0,0.0,4.0,1590.0,0.0,0.0,14556 Stone Ave N,Shoreline,WA 98133,USA,397.5,2.535885167464115
1016,300000.0,6.0,5.25,2860.0,5682,2.0,0.0,0.0,3.0,2860.0,0.0,0.0,606 5th St SE,Auburn,WA 98002,USA,476.6666666666667,4.56140350877193
1017,194000.0,1.0,1.0,820.0,1060,1.0,0.0,0.0,3.0,760.0,60.0,0.0,6017-6199 31st Ave SW,Seattle,WA 98126,USA,820.0,1.3078149920255184
1018,507500.0,3.0,2.0,2020.0,8118,1.0,0.0,0.0,3.0,1020.0,1000.0,2008.0,16630 SE 26th St,Bellevue,WA 98008,USA,673.3333333333334,3.221690590111643
1019,325000.0,4.0,2.25,1870.0,9680,1.0,0.0,0.0,4.0,1170.0,700.0,0.0,12813 81st Ave NE,Kirkland,WA 98034,USA,467.5,2.982456140350877
1020,329900.0,3.0,2.5,2170.0,4905,2.0,0.0,0.0,3.0,2170.0,0.0,2003.0,22639 SE 280th Pl,Maple Valley,WA 98038,USA,723.3333333333334,3.4609250398724085
1021,329000.0,4.0,2.5,1600.0,6765,1.0,0.0,0.0,3.0,830.0,770.0,2011.0,6048 26th Ave SW,Seattle,WA 98106,USA,400.0,2.5518341307814993
1022,494000.0,4.0,1.75,2090.0,4300,1.5,0.0,0.0,4.0,1250.0,840.0,1968.0,5011 SW Dawson St,Seattle,WA 98136,USA,522.5,3.3333333333333335
1023,206000.0,4.0,2.0,1700.0,6025,1.0,0.0,0.0,3.0,1700.0,0.0,0.0,606 5th St SE,Auburn,WA 98002,USA,425.0,2.7113237639553427
1024,423000.0,4.0,1.75,1940.0,6909,1.0,0.0,0.0,4.0,970.0,970.0,1998.0,11207 Evanston Ave N,Seattle,WA 98133,USA,485.0,3.094098883572568
1025,259000.0,3.0,1.0,1320.0,8625,1.0,0.0,0.0,4.0,1320.0,0.0,2001.0,2931 NE 5th Pl,Renton,WA 98056,USA,440.0,2.1052631578947367
1026,879950.0,4.0,2.25,3500.0,13875,1.0,0.0,4.0,4.0,1830.0,1670.0,0.0,10599 Marine View Dr SW,Seattle,WA 98146,USA,875.0,5.582137161084529
1027,345600.0,5.0,3.5,2800.0,5120,2.5,0.0,0.0,3.0,2800.0,0.0,2005.0,352 17th Ave,Seattle,WA 98122,USA,560.0,4.4657097288676235
1028,395000.0,3.0,1.5,1080.0,2940,1.5,0.0,0.0,4.0,1080.0,0.0,0.0,7505 Ravenna Ave NE,Seattle,WA 98115,USA,360.0,1.722488038277512
1029,625000.0,4.0,2.5,3550.0,8048,2.0,0.0,0.0,3.0,3550.0,0.0,0.0,6519 Sword Fern Ave SE,Snoqualmie,WA 98065,USA,887.5,5.6618819776714515
1030,439000.0,3.0,2.0,2010.0,251341,2.0,0.0,0.0,3.0,1510.0,500.0,0.0,16103 Kelly Rd NE,Duvall,WA 98019,USA,670.0,3.2057416267942584
1031,380000.0,3.0,1.75,1690.0,1468,2.0,0.0,0.0,3.0,1380.0,310.0,0.0,4355 Jill Pl S,Seattle,WA 98108,USA,563.3333333333334,2.6953748006379583
1032,440000.0,3.0,1.5,1270.0,1443,3.0,0.0,0.0,3.0,1270.0,0.0,0.0,9608 Roosevelt Way NE,Seattle,WA 98115,USA,423.3333333333333,2.025518341307815
1033,415000.0,3.0,2.25,1970.0,2377,2.0,0.0,0.0,3.0,1680.0,290.0,0.0,4351 Jill Pl S,Seattle,WA 98108,USA,656.6666666666666,3.141945773524721
1034,860000.0,4.0,2.75,3160.0,8097,2.0,0.0,0.0,3.0,3160.0,0.0,0.0,13009 NE 74th St,Kirkland,WA 98033,USA,790.0,5.039872408293461
1035,500000.0,3.0,2.5,1210.0,1200,3.0,0.0,0.0,3.0,1210.0,0.0,0.0,3903 Woodland Park Ave N,Seattle,WA 98103,USA,403.3333333333333,1.9298245614035088
1036,953007.0,4.0,3.5,3120.0,5086,2.0,0.0,0.0,3.0,2480.0,640.0,0.0,6511 37th Ave NE,Seattle,WA 98115,USA,780.0,4.976076555023924
1037,515000.0,4.0,2.5,2670.0,8765,2.0,0.0,0.0,3.0,2670.0,0.0,0.0,5407 NE 3rd Pl,Renton,WA 98059,USA,667.5,4.258373205741627
1038,772000.0,3.0,2.25,1640.0,1204,3.0,0.0,0.0,3.0,1640.0,0.0,0.0,122 27th Ave E,Seattle,WA 98112,USA,546.6666666666666,2.615629984051037
1039,329995.0,4.0,2.5,2303.0,3680,2.0,0.0,0.0,3.0,2303.0,0.0,1923.0,38068 41st Pl S,Auburn,WA 98001,USA,575.75,3.6730462519936204
1040,409316.0,3.0,2.5,1800.0,3168,2.0,0.0,0.0,3.0,1800.0,0.0,0.0,7416 Better Way Loop SE,Snoqualmie,WA 98065,USA,600.0,2.8708133971291865
1041,490000.0,5.0,3.5,4460.0,2975,3.0,0.0,2.0,3.0,3280.0,1180.0,1923.0,1400 10th Ave W,Seattle,WA 98119,USA,892.0,7.113237639553429
1042,305000.0,2.0,2.5,1590.0,2656,2.0,0.0,0.0,3.0,1220.0,370.0,0.0,5937 Delridge Way SW,Seattle,WA 98106,USA,795.0,2.535885167464115
1043,785000.0,4.0,3.5,3070.0,4684,2.0,0.0,0.0,3.0,2190.0,880.0,0.0,2500-2556 NW Alpine Crest Way,Issaquah,WA 98027,USA,767.5,4.896331738437001
1044,240000.0,2.0,1.75,1330.0,7200,1.0,0.0,0.0,3.0,1330.0,0.0,0.0,17451 42nd Ln S,SeaTac,WA 98188,USA,665.0,2.121212121212121
1045,325000.0,3.0,1.0,990.0,6750,1.0,0.0,0.0,4.0,990.0,0.0,1988.0,11502 Corliss Ave N,Seattle,WA 98133,USA,330.0,1.5789473684210527
1046,535800.0,4.0,2.5,1900.0,5790,2.0,0.0,0.0,3.0,1900.0,0.0,0.0,4136 258th Ave SE,Issaquah,WA 98029,USA,475.0,3.0303030303030303
1047,720000.0,3.0,2.5,2020.0,1159,3.0,0.0,3.0,3.0,2020.0,0.0,0.0,208 N 45th St,Seattle,WA 98103,USA,673.3333333333334,3.221690590111643
1048,374000.0,3.0,1.75,2000.0,9416,1.0,0.0,0.0,4.0,2000.0,0.0,2001.0,12401 NE 108th Ln,Kirkland,WA 98033,USA,666.6666666666666,3.189792663476874
1049,189650.0,2.0,1.75,1100.0,7600,1.0,0.0,0.0,3.0,1100.0,0.0,0.0,1215 S 211th St,Des Moines,WA 98198,USA,550.0,1.7543859649122806
1050,420850.0,1.0,1.0,960.0,40946,1.0,0.0,0.0,5.0,960.0,0.0,0.0,10815 E Lake Joy Dr NE,Carnation,WA 98014,USA,960.0,1.5311004784688995
1051,815000.0,4.0,2.75,3488.0,9614,2.0,0.0,0.0,3.0,3488.0,0.0,2006.0,321 246th Way SE,Redmond,WA 98074,USA,872.0,5.562998405103668
1052,1065000.0,2.0,1.75,1890.0,9466,2.0,0.0,0.0,3.0,1890.0,0.0,2000.0,130 97th Ave NE,Bellevue,WA 98004,USA,945.0,3.014354066985646
1053,199000.0,4.0,2.0,2030.0,8120,2.0,0.0,0.0,3.0,2030.0,0.0,2005.0,11226 57th Ave S,Seattle,WA 98178,USA,507.5,3.237639553429027
1054,195000.0,3.0,1.75,1380.0,7350,1.0,0.0,0.0,3.0,990.0,390.0,2013.0,18600-18698 SE 259th Pl,Covington,WA 98042,USA,460.0,2.200956937799043
1055,1506000.0,4.0,3.25,3660.0,5800,2.5,0.0,0.0,3.0,3360.0,300.0,1995.0,1020 15th Ave E,Seattle,WA 98112,USA,915.0,5.837320574162679
1056,288400.0,3.0,2.25,1870.0,3230,2.0,0.0,0.0,3.0,1870.0,0.0,0.0,3901 NE 5th Pl,Renton,WA 98056,USA,623.3333333333334,2.982456140350877
1057,442000.0,4.0,2.25,2080.0,12007,1.0,0.0,0.0,4.0,1220.0,860.0,0.0,1740 216th Pl NE,Sammamish,WA 98074,USA,520.0,3.317384370015949
1058,619420.0,4.0,2.75,2450.0,14803,2.0,0.0,0.0,4.0,2450.0,0.0,0.0,8537 135th Ave SE,Newcastle,WA 98059,USA,612.5,3.9074960127591707
1059,635000.0,4.0,2.25,2750.0,6180,1.0,0.0,0.0,4.0,1500.0,1250.0,0.0,3821 39th Ave S,Seattle,WA 98118,USA,687.5,4.385964912280702
1060,210000.0,3.0,1.0,1240.0,4842,1.0,0.0,0.0,4.0,1240.0,0.0,0.0,9612-9618 Renton Ave S,Seattle,WA 98118,USA,413.3333333333333,1.977671451355662
1061,512500.0,3.0,2.5,1900.0,7604,2.0,0.0,0.0,3.0,1900.0,0.0,2009.0,11125 115th Ave NE,Kirkland,WA 98033,USA,633.3333333333334,3.0303030303030303
1062,567000.0,3.0,2.5,2540.0,6093,2.0,0.0,0.0,3.0,2540.0,0.0,0.0,7913-7935 79th Way NE,Kirkland,WA 98034,USA,846.6666666666666,4.05103668261563
1063,525000.0,3.0,2.75,2100.0,10362,2.0,0.0,0.0,3.0,1510.0,590.0,2006.0,3 Ober Strasse,Snoqualmie Pass,WA 98068,USA,700.0,3.349282296650718
1064,475000.0,4.0,2.0,1790.0,2250,1.0,0.0,2.0,4.0,840.0,950.0,1989.0,1017 N 38th St,Seattle,WA 98103,USA,447.5,2.854864433811802
1065,250000.0,3.0,2.0,1170.0,7258,1.0,0.0,0.0,3.0,1170.0,0.0,0.0,29812 55th Pl S,Auburn,WA 98001,USA,390.0,1.8660287081339713
