,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,country,a,b,c,damormertebe
1469,1210000.0,4.0,2.75,3650.0,6982,2.0,0.0,2.0,4.0,2530.0,1120.0,1951.0,2003.0,4911 NE 65th St,Seattle,WA 98115,USA,2.0,True,standard house,mertebe
1470,600000.0,4.0,2.0,2510.0,38141,1.0,0.0,0.0,3.0,2510.0,0.0,1960.0,2012.0,13507 62nd Ave NE,Kirkland,WA 98034,USA,2.0,True,standard house,mertebe
1471,589000.0,3.0,1.0,1110.0,6000,1.5,0.0,0.0,5.0,1110.0,0.0,1932.0,2002.0,3228 36th Ave W,Seattle,WA 98199,USA,1.5,True,small house,dam
1472,590000.0,3.0,2.0,1650.0,6150,2.0,0.0,0.0,4.0,1650.0,0.0,1926.0,1993.0,3627 48th Ave SW,Seattle,WA 98116,USA,1.5,True,small house,mertebe
1473,479900.0,3.0,2.0,1980.0,12150,1.0,0.0,0.0,3.0,1980.0,0.0,1994.0,0.0,26272 142nd Ave SE,Kent,WA 98042,USA,1.5,True,small house,mertebe
1479,840000.0,4.0,2.5,3420.0,8405,2.0,0.0,0.0,3.0,3420.0,0.0,2000.0,0.0,20525 NE 26th St,Sammamish,WA 98074,USA,2.0,True,standard house,mertebe
1480,681716.0,4.0,2.5,3150.0,7277,2.0,0.0,0.0,3.0,3150.0,0.0,2006.0,0.0,1224 N 27th Pl,Renton,WA 98056,USA,2.0,True,standard house,mertebe
1481,600000.0,3.0,1.75,1580.0,7416,1.0,0.0,0.0,3.0,1150.0,430.0,1967.0,2011.0,12501 SE 4th Pl,Bellevue,WA 98005,USA,1.5,True,small house,mertebe
1482,380000.0,3.0,2.0,1660.0,8281,1.0,0.0,0.0,3.0,1660.0,0.0,1949.0,1998.0,5021 Fauntleroy Way SW,Seattle,WA 98136,USA,1.5,True,small house,mertebe
1483,168500.0,3.0,1.0,1100.0,10125,1.0,0.0,0.0,3.0,1100.0,0.0,1969.0,2010.0,17458 SE 262nd St,Covington,WA 98042,USA,1.5,True,small house,mertebe
1484,355000.0,2.0,1.0,1270.0,3200,1.0,0.0,0.0,4.0,960.0,310.0,1920.0,0.0,4038 Linden Ave N,Seattle,WA 98103,USA,1.0,False,small house,mertebe
1485,277000.0,4.0,1.0,1450.0,6250,1.0,0.0,0.0,3.0,990.0,460.0,1964.0,2000.0,10020 18th Ave SW,Seattle,WA 98146,USA,2.0,True,standard house,mertebe
1486,236000.0,4.0,2.25,1830.0,9485,1.0,0.0,0.0,4.0,1200.0,630.0,1989.0,0.0,4235 SW 337th Pl,Federal Way,WA 98023,USA,2.0,True,standard house,mertebe
1487,270000.0,3.0,1.75,1300.0,4127,1.0,0.0,0.0,4.0,650.0,650.0,1918.0,1953.0,1309 SW Webster St,Seattle,WA 98106,USA,1.5,True,small house,mertebe
1488,700000.0,2.0,1.75,2320.0,5500,1.5,0.0,2.0,3.0,1720.0,600.0,1925.0,2000.0,1903 32nd Ave S,Seattle,WA 98144,USA,1.0,False,small house,dam
1489,425000.0,4.0,2.75,1680.0,9545,1.0,0.0,0.0,4.0,1080.0,600.0,1979.0,0.0,7220 NE 152nd Pl,Kenmore,WA 98028,USA,2.0,True,standard house,mertebe
1490,635000.0,3.0,2.5,2300.0,5500,1.5,0.0,0.0,4.0,2000.0,300.0,1921.0,0.0,2739 31st Ave S,Seattle,WA 98144,USA,1.5,True,small house,dam
1491,510250.0,3.0,1.75,1400.0,4000,1.0,0.0,0.0,3.0,870.0,530.0,1951.0,1994.0,8520 19th Ave NW,Seattle,WA 98117,USA,1.5,True,small house,mertebe
1492,960000.0,4.0,2.25,2410.0,4560,2.0,0.0,2.0,5.0,1800.0,610.0,1929.0,0.0,7006 35th Ave NW,Seattle,WA 98117,USA,2.0,True,standard house,mertebe
1493,254000.0,3.0,2.0,1480.0,7480,1.0,0.0,0.0,4.0,1480.0,0.0,1992.0,0.0,21438 SE 277th St,Maple Valley,WA 98038,USA,1.5,True,small house,mertebe
1494,299000.0,3.0,1.0,1390.0,9624,1.5,0.0,0.0,4.0,1390.0,0.0,1954.0,1979.0,2544 NE 203rd St,Shoreline,WA 98155,USA,1.5,True,small house,dam
1495,175000.0,2.0,1.0,830.0,2699,1.0,0.0,0.0,3.0,830.0,0.0,1996.0,0.0,22775 SE 242nd Pl,Maple Valley,WA 98038,USA,1.0,False,small house,mertebe
1496,157500.0,2.0,1.0,740.0,9003,1.0,0.0,0.0,3.0,740.0,0.0,1949.0,1998.0,20206-20212 108th Ave SE,Kent,WA 98031,USA,1.0,False,small house,mertebe
1497,580000.0,5.0,2.0,1940.0,6000,1.0,0.0,0.0,5.0,970.0,970.0,1945.0,0.0,8026 38th Ave NE,Seattle,WA 98115,USA,2.5,True,standard house,mertebe
1498,124740.0,3.0,1.0,1340.0,15600,1.0,0.0,0.0,4.0,1340.0,0.0,1978.0,2000.0,31118 149th Ave SE,Kent,WA 98042,USA,1.5,True,small house,mertebe
1499,1970000.0,8.0,3.5,4440.0,6480,2.0,0.0,3.0,5.0,3140.0,1300.0,1959.0,0.0,1210 22nd Ave E,Seattle,WA 98112,USA,4.0,True,large house,mertebe
1500,285000.0,2.0,1.0,800.0,6240,1.0,0.0,0.0,3.0,800.0,0.0,1954.0,2005.0,13332 30th Ave NE,Seattle,WA 98125,USA,1.0,False,small house,mertebe
1501,242000.0,3.0,1.75,1310.0,9645,1.0,0.0,0.0,3.0,1310.0,0.0,1979.0,2014.0,21860 Military Rd S,SeaTac,WA 98198,USA,1.5,True,small house,mertebe
1502,840000.0,4.0,1.75,2330.0,4000,2.0,0.0,0.0,5.0,1300.0,1030.0,1924.0,1956.0,5036 36th Ave NE,Seattle,WA 98105,USA,2.0,True,standard house,mertebe
1503,474800.0,2.0,3.25,1400.0,1243,3.0,0.0,0.0,3.0,1400.0,0.0,2000.0,0.0,3648 Francis Ave N,Seattle,WA 98103,USA,1.0,False,small house,mertebe
1504,490000.0,4.0,2.5,2360.0,4367,2.0,0.0,0.0,3.0,2360.0,0.0,2003.0,0.0,12977 NE 201st St,Woodinville,WA 98072,USA,2.0,True,standard house,mertebe
1505,465000.0,3.0,2.25,1840.0,5752,2.0,0.0,0.0,3.0,1840.0,0.0,2003.0,0.0,11526 NE 116th St,Kirkland,WA 98034,USA,1.5,True,small house,mertebe
1506,515000.0,4.0,2.5,2680.0,7178,2.0,0.0,0.0,3.0,2680.0,0.0,2004.0,2003.0,36231 SE Isley St,Snoqualmie,WA 98065,USA,2.0,True,standard house,mertebe
1507,430000.0,3.0,3.75,3890.0,7140,1.0,0.0,2.0,3.0,2390.0,1500.0,1943.0,2007.0,10631 Forest Ave S,Seattle,WA 98178,USA,1.5,True,small house,mertebe
1508,253400.0,3.0,2.0,1400.0,8640,1.0,0.0,0.0,5.0,1400.0,0.0,1968.0,0.0,1033 S 316th St,Federal Way,WA 98003,USA,1.5,True,small house,mertebe
1509,355000.0,3.0,2.5,2400.0,9701,1.0,0.0,0.0,3.0,2400.0,0.0,1990.0,2009.0,4621 SW 327th Pl,Federal Way,WA 98023,USA,1.5,True,small house,mertebe
1510,740000.0,4.0,2.25,2920.0,46355,2.0,0.0,0.0,4.0,2920.0,0.0,1998.0,0.0,28412 SE 43rd St,Fall City,WA 98024,USA,2.0,True,standard house,mertebe
1511,186950.0,2.0,2.0,1390.0,1302,2.0,0.0,0.0,3.0,1390.0,0.0,1986.0,0.0,312 S 328th Ln,Federal Way,WA 98003,USA,1.0,False,small house,mertebe
1512,306000.0,3.0,2.5,1680.0,11193,2.0,0.0,0.0,3.0,1680.0,0.0,1984.0,0.0,16084 SE 172nd Pl,Renton,WA 98058,USA,1.5,True,small house,mertebe
1513,510000.0,4.0,1.5,2040.0,8800,1.0,0.0,0.0,4.0,1020.0,1020.0,1961.0,2001.0,1518 150th Ave SE,Bellevue,WA 98007,USA,2.0,True,standard house,mertebe
1514,345000.0,2.0,1.0,1080.0,4000,1.0,0.0,0.0,3.0,1080.0,0.0,1940.0,1996.0,8351 Jones Ave NW,Seattle,WA 98117,USA,1.0,False,small house,mertebe
1515,875000.0,3.0,2.75,2280.0,4280,1.0,0.0,0.0,5.0,1280.0,1000.0,1917.0,0.0,1829 N 55th St,Seattle,WA 98103,USA,1.5,True,small house,mertebe
1516,700000.0,4.0,3.5,4490.0,5099,2.0,0.0,0.0,3.0,3390.0,1100.0,2006.0,0.0,6818 Pinehurst Ave SE,Snoqualmie,WA 98065,USA,2.0,True,standard house,mertebe
1517,1400000.0,4.0,3.25,4700.0,9160,1.0,0.0,4.0,3.0,2520.0,2180.0,2005.0,0.0,5700-5798 SW Hinds St,Seattle,WA 98116,USA,2.0,True,standard house,mertebe
1518,499950.0,4.0,2.5,2798.0,4473,2.0,0.0,0.0,3.0,2798.0,0.0,2012.0,1912.0,19296-19336 102nd Ave SE,Renton,WA 98055,USA,2.0,True,standard house,mertebe
1519,739000.0,3.0,2.5,2810.0,5400,2.0,0.0,0.0,3.0,2810.0,0.0,2005.0,0.0,11814 167th Pl NE,Redmond,WA 98052,USA,1.5,True,small house,mertebe
1520,363000.0,4.0,2.5,3753.0,7204,2.0,0.0,0.0,3.0,3336.0,417.0,2008.0,0.0,33415 41st Ave SW,Federal Way,WA 98023,USA,2.0,True,standard house,mertebe
1521,782000.0,4.0,3.5,3910.0,8095,2.0,0.0,0.0,3.0,3130.0,780.0,2007.0,0.0,4801-4999 229th Ave SE,Issaquah,WA 98029,USA,2.0,True,standard house,mertebe
1522,325000.0,2.0,2.5,1050.0,1609,2.0,0.0,0.0,3.0,1050.0,0.0,2005.0,0.0,1505 S Plum St,Seattle,WA 98144,USA,1.0,False,small house,mertebe
1523,485000.0,4.0,1.0,1600.0,4300,1.5,0.0,0.0,4.0,1600.0,0.0,1916.0,0.0,1215 N 50th St,Seattle,WA 98103,USA,2.0,True,standard house,dam
1524,452000.0,4.0,2.25,2590.0,10002,1.0,0.0,0.0,4.0,1340.0,1250.0,1968.0,0.0,19311 59th Pl NE,Kenmore,WA 98028,USA,2.0,True,standard house,mertebe
1525,264950.0,4.0,2.25,1720.0,9753,1.0,0.0,0.0,4.0,1120.0,600.0,1978.0,2000.0,34434 30th Ave SW,Federal Way,WA 98023,USA,2.0,True,standard house,mertebe
1526,472000.0,6.0,2.5,4410.0,14034,1.0,0.0,2.0,4.0,2350.0,2060.0,1965.0,0.0,806 S 295th Pl,Federal Way,WA 98003,USA,3.0,True,large house,mertebe
1527,267500.0,3.0,1.75,1590.0,11914,1.0,0.0,2.0,3.0,1090.0,500.0,1957.0,2000.0,17904 Military Rd S,SeaTac,WA 98188,USA,1.5,True,small house,mertebe
1528,565000.0,4.0,2.5,2440.0,22594,2.0,0.0,0.0,3.0,2440.0,0.0,1996.0,0.0,2525 276th Ct NE,Redmond,WA 98053,USA,2.0,True,standard house,mertebe
1529,535000.0,3.0,2.5,1360.0,1016,3.0,0.0,0.0,3.0,1310.0,50.0,2003.0,0.0,501 NE Ravenna Blvd,Seattle,WA 98115,USA,1.5,True,small house,mertebe
1530,389000.0,2.0,1.0,910.0,7000,1.0,0.0,0.0,3.0,910.0,0.0,1952.0,2008.0,2043 NE 98th St,Seattle,WA 98115,USA,1.0,False,small house,mertebe
1531,400000.0,4.0,1.5,1390.0,7200,1.0,0.0,0.0,3.0,1140.0,250.0,1965.0,1993.0,2150 N 128th St,Seattle,WA 98133,USA,2.0,True,standard house,mertebe
1532,264000.0,3.0,1.5,1470.0,14821,1.0,0.0,0.0,4.0,1470.0,0.0,1958.0,1972.0,14435 SE 263rd St,Kent,WA 98042,USA,1.5,True,small house,mertebe
1533,690000.0,4.0,2.5,2920.0,9904,2.0,0.0,0.0,4.0,2920.0,0.0,1990.0,0.0,25919 SE 37th Way,Issaquah,WA 98029,USA,2.0,True,standard house,mertebe
1534,412000.0,3.0,1.75,1950.0,52256,1.0,0.0,0.0,4.0,1950.0,0.0,1985.0,0.0,32119 199th Ave SE,Kent,WA 98042,USA,1.5,True,small house,mertebe
1535,695000.0,3.0,2.5,2390.0,4555,2.0,0.0,0.0,3.0,2390.0,0.0,2006.0,0.0,1118 235th Pl NE,Sammamish,WA 98074,USA,1.5,True,small house,mertebe
1536,246500.0,3.0,1.5,1270.0,11600,1.0,0.0,0.0,4.0,1270.0,0.0,1964.0,0.0,10804 SE 218th St,Kent,WA 98031,USA,1.5,True,small house,mertebe
1537,230000.0,2.0,1.0,950.0,7560,1.0,0.0,0.0,3.0,950.0,0.0,1958.0,2004.0,17018 124th Ave SE,Renton,WA 98058,USA,1.0,False,small house,mertebe
1538,302000.0,2.0,1.0,900.0,423838,1.0,0.0,2.0,5.0,900.0,0.0,1925.0,0.0,18923 SE 416th St,Enumclaw,WA 98022,USA,1.0,False,small house,mertebe
1539,820000.0,4.0,2.25,2280.0,6660,1.5,0.0,2.0,3.0,1960.0,320.0,1940.0,1984.0,811 W Bertona St,Seattle,WA 98119,USA,2.0,True,standard house,dam
1540,145000.0,3.0,1.0,1010.0,5490,1.0,0.0,0.0,3.0,1010.0,0.0,1954.0,2005.0,14056 31st Ave S,SeaTac,WA 98168,USA,1.5,True,small house,mertebe
1541,436500.0,2.0,1.0,1260.0,5000,1.0,0.0,0.0,3.0,1040.0,220.0,1951.0,1994.0,3028 NW 68th St,Seattle,WA 98117,USA,1.0,False,small house,mertebe
1542,2453500.0,4.0,3.5,4730.0,13586,1.5,0.0,0.0,5.0,4270.0,460.0,1935.0,0.0,1404 Broadmoor Dr E,Seattle,WA 98112,USA,2.0,True,standard house,dam
1543,672000.0,3.0,2.5,2620.0,21587,2.0,0.0,0.0,3.0,2620.0,0.0,1992.0,0.0,3249 E Ames Lake Dr NE,Redmond,WA 98053,USA,1.5,True,small house,mertebe
1544,680000.0,3.0,2.25,2330.0,4000,1.5,0.0,2.0,5.0,1520.0,810.0,1927.0,0.0,6032 35th Ave NE,Seattle,WA 98115,USA,1.5,True,small house,dam
1545,750500.0,5.0,3.0,2170.0,2440,1.5,0.0,0.0,4.0,1450.0,720.0,1911.0,1966.0,1006 NE Ravenna Blvd,Seattle,WA 98105,USA,2.5,True,standard house,dam
1546,550000.0,5.0,2.0,2450.0,9488,1.0,0.0,0.0,4.0,1240.0,1210.0,1900.0,1955.0,10515 Ashworth Ave N,Seattle,WA 98133,USA,2.5,True,standard house,mertebe
1547,266500.0,4.0,1.75,1880.0,7632,1.0,0.0,0.0,4.0,1180.0,700.0,1978.0,2000.0,32740-32998 30th Ave SW,Federal Way,WA 98023,USA,2.0,True,standard house,mertebe
1548,619000.0,4.0,2.0,2300.0,3400,1.5,0.0,0.0,5.0,1550.0,750.0,1915.0,0.0,308 NW 67th St,Seattle,WA 98117,USA,2.0,True,standard house,dam
1549,405000.0,3.0,2.0,1240.0,14404,1.0,0.0,0.0,3.0,1240.0,0.0,1988.0,2000.0,6019 210th Ave NE,Redmond,WA 98053,USA,1.5,True,small house,mertebe
1550,300000.0,2.0,1.0,820.0,3844,1.0,0.0,0.0,4.0,820.0,0.0,1916.0,0.0,723 N 105th St,Seattle,WA 98133,USA,1.0,False,small house,mertebe
1551,231000.0,4.0,2.0,1530.0,6375,2.0,0.0,0.0,3.0,1530.0,0.0,1942.0,1983.0,14904 133rd Ave SE,Renton,WA 98058,USA,2.0,True,standard house,mertebe
1552,790000.0,5.0,3.25,2900.0,12160,1.0,0.0,0.0,4.0,1890.0,1010.0,1967.0,0.0,465 129th Pl NE,Bellevue,WA 98005,USA,2.5,True,standard house,mertebe
1553,400000.0,4.0,2.75,1240.0,3867,1.0,0.0,0.0,3.0,800.0,440.0,1987.0,2000.0,12001 Bartlett Ave NE,Seattle,WA 98125,USA,2.0,True,standard house,mertebe
1554,950000.0,4.0,3.5,4140.0,13392,2.0,0.0,0.0,3.0,4140.0,0.0,2000.0,0.0,8507 146th Pl SE,Newcastle,WA 98059,USA,2.0,True,standard house,mertebe
1555,450000.0,4.0,2.0,2240.0,7725,1.0,0.0,0.0,5.0,1120.0,1120.0,1956.0,0.0,2503 SW Portland Ct,Seattle,WA 98106,USA,2.0,True,standard house,mertebe
1556,595000.0,3.0,2.0,1480.0,5000,1.0,0.0,0.0,4.0,750.0,730.0,1928.0,0.0,7728 11th Ave NW,Seattle,WA 98117,USA,1.5,True,small house,mertebe
1557,332000.0,3.0,2.25,2270.0,8876,1.0,0.0,0.0,3.0,1380.0,890.0,1977.0,2004.0,3109 SE 17th Ct,Renton,WA 98058,USA,1.5,True,small house,mertebe
1558,155000.0,3.0,1.0,1250.0,6250,1.0,0.0,0.0,2.0,1030.0,220.0,1949.0,0.0,8215 8th Ave S,Seattle,WA 98108,USA,1.5,True,small house,mertebe
1559,400000.0,5.0,2.0,1930.0,9747,1.0,0.0,0.0,4.0,1020.0,910.0,1962.0,0.0,20210 78th Pl NE,Kenmore,WA 98028,USA,2.5,True,standard house,mertebe
1560,349000.0,4.0,1.75,1700.0,7800,1.0,0.0,0.0,5.0,1120.0,580.0,1981.0,0.0,4518 SE 4th St,Renton,WA 98059,USA,2.0,True,standard house,mertebe
1561,529000.0,3.0,1.0,1590.0,6420,1.0,0.0,0.0,3.0,1590.0,0.0,1944.0,0.0,4531 SW Webster St,Seattle,WA 98136,USA,1.5,True,small house,mertebe
1562,405000.0,5.0,1.75,1880.0,10000,1.0,0.0,0.0,3.0,960.0,920.0,1963.0,2008.0,10414 NE 131st St,Kirkland,WA 98034,USA,2.5,True,standard house,mertebe
1563,635200.0,4.0,1.75,1640.0,4240,1.0,0.0,0.0,5.0,920.0,720.0,1921.0,0.0,6517 Dibble Ave NW,Seattle,WA 98117,USA,2.0,True,standard house,mertebe
1564,540000.0,3.0,1.5,2600.0,5085,1.0,0.0,0.0,4.0,1400.0,1200.0,1940.0,2001.0,4118 35th Ave SW,Seattle,WA 98126,USA,1.5,True,small house,mertebe
1565,402000.0,2.0,1.0,710.0,1173,2.0,0.0,0.0,4.0,710.0,0.0,1943.0,0.0,2348 Fairview Ave E,Seattle,WA 98102,USA,1.0,False,small house,mertebe
1566,3100000.0,6.0,4.25,6980.0,15682,3.0,0.0,4.0,4.0,5330.0,1650.0,1999.0,0.0,5243 Forest Ave SE,Mercer Island,WA 98040,USA,3.0,True,large house,mertebe
1567,329932.0,3.0,1.5,1460.0,5040,1.0,0.0,0.0,3.0,1100.0,360.0,1971.0,0.0,11221 Palatine Ave N,Seattle,WA 98133,USA,1.5,True,small house,mertebe
1568,300000.0,3.0,2.5,2080.0,9827,2.0,0.0,0.0,3.0,2080.0,0.0,1989.0,0.0,4815 SW 330th Ct,Federal Way,WA 98023,USA,1.5,True,small house,mertebe
1569,525000.0,5.0,2.5,2630.0,9216,2.0,0.0,0.0,3.0,2630.0,0.0,2003.0,0.0,27831 NE 153rd Pl,Duvall,WA 98019,USA,2.5,True,standard house,mertebe
1570,2750000.0,4.0,3.25,4430.0,21000,2.0,0.0,0.0,3.0,4430.0,0.0,1952.0,2007.0,3239 78th Pl NE,Medina,WA 98039,USA,2.0,True,standard house,mertebe
1571,602500.0,4.0,2.5,2760.0,6850,2.0,0.0,0.0,3.0,2760.0,0.0,1999.0,0.0,7606 116th Ave SE,Newcastle,WA 98056,USA,2.0,True,standard house,mertebe
1572,400000.0,4.0,2.0,1670.0,12056,1.0,0.0,0.0,3.0,1670.0,0.0,1955.0,2005.0,7221 NE 156th St,Kenmore,WA 98028,USA,2.0,True,standard house,mertebe
1573,445000.0,4.0,1.75,1990.0,4725,1.5,0.0,0.0,4.0,1190.0,800.0,1944.0,0.0,3713 SW Sullivan St,Seattle,WA 98126,USA,2.0,True,standard house,dam
1574,525000.0,3.0,3.0,2600.0,5238,1.5,0.0,3.0,3.0,1890.0,710.0,1989.0,0.0,28624 6th Pl S,Des Moines,WA 98198,USA,1.5,True,small house,dam
1575,395000.0,2.0,1.0,1320.0,1824,1.5,0.0,0.0,4.0,1320.0,0.0,1909.0,1989.0,2000 30th Ave S,Seattle,WA 98144,USA,1.0,False,small house,dam
1576,510000.0,3.0,1.5,2240.0,3800,2.0,0.0,0.0,3.0,1370.0,870.0,1929.0,0.0,8205 20th Ave NE,Seattle,WA 98115,USA,1.5,True,small house,mertebe
1577,723000.0,4.0,2.25,1960.0,8680,1.0,0.0,0.0,4.0,1290.0,670.0,1959.0,0.0,233 111th Ave SE,Bellevue,WA 98004,USA,2.0,True,standard house,mertebe
1578,503000.0,3.0,2.0,2590.0,108900,2.0,0.0,0.0,3.0,1980.0,610.0,1988.0,2000.0,21409 SE 215th St,Maple Valley,WA 98038,USA,1.5,True,small house,mertebe
1579,672500.0,4.0,2.75,2620.0,6707,2.0,0.0,0.0,3.0,2620.0,0.0,2000.0,0.0,22615 SE 14th Pl,Sammamish,WA 98075,USA,2.0,True,standard house,mertebe
1580,860000.0,3.0,2.5,2770.0,9136,2.0,0.0,0.0,3.0,2770.0,0.0,1991.0,0.0,17012 SE 47th Way,Bellevue,WA 98006,USA,1.5,True,small house,mertebe
1581,475300.0,3.0,1.0,2110.0,10005,1.0,0.0,0.0,5.0,1110.0,1000.0,1924.0,1956.0,9719 130th Ave NE,Kirkland,WA 98033,USA,1.5,True,small house,mertebe
1582,295000.0,4.0,2.5,2290.0,4539,2.0,0.0,0.0,3.0,2290.0,0.0,2001.0,0.0,530 Olympia Ave SE,Renton,WA 98058,USA,2.0,True,standard house,mertebe
1583,1425000.0,4.0,4.25,4960.0,6000,2.5,0.0,0.0,3.0,3680.0,1280.0,1909.0,2003.0,2611 1st Ave N,Seattle,WA 98109,USA,2.0,True,standard house,dam
1584,250000.0,2.0,1.0,1110.0,26051,1.0,0.0,0.0,3.0,1110.0,0.0,1951.0,1994.0,3218 S 148th St,SeaTac,WA 98168,USA,1.0,False,small house,mertebe
1585,658000.0,4.0,2.75,3310.0,6166,2.0,0.0,0.0,3.0,3310.0,0.0,2008.0,0.0,8830 McIntosh Ct SE,Snoqualmie,WA 98065,USA,2.0,True,standard house,mertebe
1586,83000.0,2.0,1.0,900.0,8580,1.0,0.0,0.0,3.0,900.0,0.0,1918.0,0.0,14440 51st Ave S,Tukwila,WA 98168,USA,1.0,False,small house,mertebe
1587,685000.0,3.0,1.75,1940.0,7313,1.0,0.0,1.0,4.0,1440.0,500.0,1960.0,2001.0,8750 Fauntlee Crest SW,Seattle,WA 98136,USA,1.5,True,small house,mertebe
1588,210000.0,3.0,1.75,1590.0,7617,2.0,0.0,0.0,3.0,1590.0,0.0,1986.0,0.0,1626 S 245th Pl,Des Moines,WA 98198,USA,1.5,True,small house,mertebe
1589,650880.0,3.0,2.5,2930.0,6050,2.0,0.0,0.0,3.0,2930.0,0.0,2008.0,0.0,34303 Elm Ave SE,Snoqualmie,WA 98065,USA,1.5,True,small house,mertebe
1590,350000.0,4.0,2.5,2040.0,22653,2.0,0.0,0.0,3.0,2040.0,0.0,2011.0,0.0,2471 S 116th Way,Seattle,WA 98168,USA,2.0,True,standard house,mertebe
1591,305000.0,2.0,2.25,1000.0,905,3.0,0.0,0.0,3.0,1000.0,0.0,2006.0,0.0,7534 24th Ave NW,Seattle,WA 98117,USA,1.0,False,small house,mertebe
1592,645000.0,3.0,3.25,1730.0,1229,2.0,0.0,2.0,3.0,1320.0,410.0,2008.0,0.0,1949-1953 9th Ave W,Seattle,WA 98119,USA,1.5,True,small house,mertebe
1593,385000.0,3.0,1.0,1220.0,4800,1.0,0.0,0.0,3.0,1220.0,0.0,1901.0,0.0,1915 E Marion St,Seattle,WA 98122,USA,1.5,True,small house,mertebe
1594,860000.0,3.0,2.25,3060.0,12095,2.0,0.0,0.0,3.0,3060.0,0.0,1983.0,2009.0,4651 175th Ave SE,Bellevue,WA 98006,USA,1.5,True,small house,mertebe
1595,395000.0,4.0,2.5,2910.0,5000,2.0,0.0,0.0,3.0,2910.0,0.0,2002.0,0.0,24923 161st Pl SE,Covington,WA 98042,USA,2.0,True,standard house,mertebe
1596,260000.0,3.0,1.75,1050.0,5850,1.0,0.0,0.0,3.0,1050.0,0.0,1980.0,0.0,16241 19th Ave SW,Burien,WA 98166,USA,1.5,True,small house,mertebe
1597,196440.0,3.0,2.0,1560.0,7352,1.0,0.0,0.0,3.0,1560.0,0.0,1992.0,0.0,130 Main St,Algona,WA 98001,USA,1.5,True,small house,mertebe
1598,425000.0,3.0,1.75,1680.0,3000,1.0,0.0,2.0,4.0,840.0,840.0,1900.0,1971.0,927 N 79th St,Seattle,WA 98103,USA,1.5,True,small house,mertebe
1599,2400000.0,4.0,3.25,4140.0,20734,1.0,0.0,1.0,3.0,3300.0,840.0,1977.0,2005.0,9415 NE 27th St,Clyde Hill,WA 98004,USA,2.0,True,standard house,mertebe
1600,369000.0,3.0,2.0,1550.0,8509,1.0,0.0,0.0,3.0,1150.0,400.0,1959.0,1989.0,8102 7th Ave SW,Seattle,WA 98106,USA,1.5,True,small house,mertebe
1601,1385000.0,6.0,2.75,5700.0,20000,1.0,0.0,4.0,4.0,2850.0,2850.0,1977.0,0.0,4600-4748 136th Ave SE,Bellevue,WA 98006,USA,3.0,True,large house,mertebe
1602,349900.0,3.0,2.5,2200.0,7278,2.0,0.0,0.0,3.0,2200.0,0.0,1990.0,2009.0,15637 156th Pl SE,Renton,WA 98058,USA,1.5,True,small house,mertebe
1603,650000.0,2.0,2.5,1740.0,2500,2.0,0.0,2.0,3.0,1210.0,530.0,1994.0,0.0,319 25th Ave E,Seattle,WA 98112,USA,1.0,False,small house,mertebe
1604,299950.0,3.0,1.0,1210.0,9525,1.0,0.0,0.0,3.0,1210.0,0.0,1955.0,2005.0,8430 8th Ave SW,Seattle,WA 98106,USA,1.5,True,small house,mertebe
1605,625000.0,4.0,3.25,4240.0,25639,2.0,0.0,3.0,3.0,3550.0,690.0,1989.0,0.0,30924 36th Ave SW,Federal Way,WA 98023,USA,2.0,True,standard house,mertebe
1606,190000.0,3.0,2.25,1590.0,11745,1.0,0.0,0.0,3.0,1090.0,500.0,1978.0,0.0,27523-27527 43rd Ave S,Auburn,WA 98001,USA,1.5,True,small house,mertebe
1607,715000.0,4.0,1.75,3420.0,7200,1.0,0.0,3.0,5.0,1770.0,1650.0,1947.0,0.0,10718 Exeter Ave NE,Seattle,WA 98125,USA,2.0,True,standard house,mertebe
1608,659000.0,4.0,2.5,3190.0,11375,1.0,0.0,0.0,5.0,2210.0,980.0,1946.0,0.0,10326 Fischer Pl NE,Seattle,WA 98125,USA,2.0,True,standard house,mertebe
1609,490000.0,3.0,1.75,1920.0,5405,1.0,0.0,2.0,4.0,960.0,960.0,1947.0,1988.0,4832 38th Ave SW,Seattle,WA 98126,USA,1.5,True,small house,mertebe
1610,415000.0,2.0,1.75,1340.0,4664,1.0,0.0,0.0,3.0,1340.0,0.0,2004.0,2003.0,13283 228th Pl NE,Redmond,WA 98053,USA,1.0,False,small house,mertebe
1611,750000.0,3.0,1.75,1700.0,8400,1.0,0.0,0.0,3.0,1460.0,240.0,1947.0,2012.0,3621 45th Ave W,Seattle,WA 98199,USA,1.5,True,small house,mertebe
1612,700000.0,4.0,2.5,2310.0,3570,1.5,0.0,0.0,3.0,1490.0,820.0,1927.0,2014.0,8216 Linden Ave N,Seattle,WA 98103,USA,2.0,True,standard house,dam
1613,425000.0,3.0,1.75,1510.0,44000,1.0,0.0,0.0,3.0,1240.0,270.0,1989.0,0.0,12629 468th Ave SE,North Bend,WA 98045,USA,1.5,True,small house,mertebe
1614,642000.0,3.0,2.5,2670.0,10082,1.0,0.0,0.0,3.0,2670.0,0.0,1987.0,2000.0,2834 220th Pl NE,Sammamish,WA 98074,USA,1.5,True,small house,mertebe
